STYLE#,MILIMETER    /    NOTE,DIMENSIONS,AVAILABLE  LENGTH,PAGE /  SUB-PAGE HEADER,DESCRIPTION,AVG.WT.,TRIPLE KEY UNIT PRICE IN USD,PAGE #,U= DO NOT PRINT WEIGHT W=PRINT WEIGHT,SECTION ,COLLECTION TYPE
AGW347-24      ,     ,,"24""       ",,AG:RHOD.3X3MM POL.SQ.WHEAT NCK,44.9,343.47,290,W,ROYAL CHAIN SILVER                                ,WHEAT+FRANCO COLLECTION                           
AGW348         ,     ,,          ,,AG:RHOD2.5X2.5MM POL. SQUARE W,1,7.65,290,W,ROYAL CHAIN SILVER                                ,WHEAT+FRANCO COLLECTION                           
AGW348-0850    ,     ,,"8 1/2""    ",,AG:RHOD2.5X2.5MM POL. SQUARE W,11.5,87.96,290,W,ROYAL CHAIN SILVER                                ,WHEAT+FRANCO COLLECTION                           
AGW348-20      ,     ,,"20""       ",,AG:RHOD2.5X2.5MM POL. SQUARE W,20.45,156.42,290,W,ROYAL CHAIN SILVER                                ,WHEAT+FRANCO COLLECTION                           
AGW348-22      ,     ,,"22""       ",,AG:RHOD2.5X2.5MM POL. SQUARE W,27,206.55,290,W,ROYAL CHAIN SILVER                                ,WHEAT+FRANCO COLLECTION                           
AGW348-24      ,     ,,"24""       ",,AG:RHOD2.5X2.5MM POL. SQUARE W,29.4,224.91,290,W,ROYAL CHAIN SILVER                                ,WHEAT+FRANCO COLLECTION                           
AGW558         ,     ,,          ,,AG:2.75MM RHOD.P. CONCAVE SQ.W,1,12.15,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW558-20      ,     ,,"20""       ",,AG:2.75MM RHOD.P. CONCAVE SQ.W,10.5,127.56,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW558-22      ,     ,,"22""       ",,AG:2.75MM RHOD.P. CONCAVE SQ.W,11.4,138.51,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW558-24      ,     ,,"24""       ",,AG:2.75MM RHOD.P. CONCAVE SQ.W,12.5,151.86,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW559         ,     ,,          ,,AG:4MM RHOD.P. CONCAVE SQ.WHEA,1,12.15,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW559-0850    ,     ,,"8 1/2""    ",,AG:4MM RHOD.P. CONCAVE SQ.WHEA,8.2,99.63,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW559-20      ,     ,,"20""       ",,AG:4MM RHOD.P. CONCAVE SQ.WHEA,17.5,212.61,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW559-22      ,     ,,"22""       ",,AG:4MM RHOD.P. CONCAVE SQ.WHEA,19.3,234.48,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW559-24      ,     ,,"24""       ",,AG:4MM RHOD.P. CONCAVE SQ.WHEA,21,255.15,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW560         ,     ,,          ,,AG:2.25MM RHOD.P. CONCAVE SQ.W,1,12.15,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW560-18      ,     ,,"18""       ",,AG:2.25MM RHOD.P. CONCAVE SQ.W,7.4,89.91,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW560-20      ,     ,,"20""       ",,AG:2.25MM RHOD.P. CONCAVE SQ.W,8.2,99.63,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW560-22      ,     ,,"22""       ",,AG:2.25MM RHOD.P. CONCAVE SQ.W,9,109.35,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGW560-24      ,     ,,"24""       ",,AG:2.25MM RHOD.P. CONCAVE SQ.W,9.9,120.27,290,W,ROYAL CHAIN SILVER                                ,HOLLOW FRANCO CHAIN                               
AGCB506        ,     ,,          ,,AG:CHARM LINE                 ,1,6.45,291,W,ROYAL CHAIN SILVER                                ,CHARM BRACELET                                    
AGCB506-0725   ,     ,,"7 1/4""    ",,7.25  SILVER CHARM BRACELET   ,5.4,34.83,291,W,ROYAL CHAIN SILVER                                ,CHARM BRACELET                                    
AGCB506-08     ,     ,,"8""        ",,8  SILVER CHARM BRACELET      ,6,38.7,291,W,ROYAL CHAIN SILVER                                ,CHARM BRACELET                                    
AGCB507        ,     ,,          ,,AG:CHARM LINE                 ,1,6.3,291,W,ROYAL CHAIN SILVER                                ,CHARM BRACELET                                    
AGCB507-0725   ,     ,,"7 1/4""    ",,7.25  SILVER CHARM BRACELET   ,10.4,65.52,291,W,ROYAL CHAIN SILVER                                ,CHARM BRACELET                                    
AGCB507-08     ,     ,,"8""        ",,8  SILVER CHARM BRACELET      ,11.5,72.45,291,W,ROYAL CHAIN SILVER                                ,CHARM BRACELET                                    
AGCB508        ,     ,,          ,,AG:CHARM LINE                 ,1,6.3,291,W,ROYAL CHAIN SILVER                                ,CHARM BRACELET                                    
AGCB508-0725   ,     ,,"7 1/4""    ",,7.25  SILVER CHARM BRACELET   ,15.1,95.13,291,W,ROYAL CHAIN SILVER                                ,CHARM BRACELET                                    
AGCB508-08     ,     ,,"8""        ",,8  SILVER CHARM BRACELET      ,16.7,105.21,291,W,ROYAL CHAIN SILVER                                ,CHARM BRACELET                                    
AGCB509        ,     ,,          ,,AG:CHARM                      ,1,6.3,291,W,ROYAL CHAIN SILVER                                ,CHARM BRACELET                                    
AGCB509-0725   ,     ,,"7 1/4""    ",,7.25  SILVER CHARM BRACELET   ,26.1,164.43,291,W,ROYAL CHAIN SILVER                                ,CHARM BRACELET                                    
AGCB509-08     ,     ,,"8""        ",,8  SILVER CHARM BRACELET      ,28.8,181.44,291,W,ROYAL CHAIN SILVER                                ,CHARM BRACELET                                    
AGTG400        ,     ,,          ,,AG:TOGGLE                     ,1,6.3,291,W,ROYAL CHAIN SILVER                                ,TOGGLE COLLECTION                                 
AGTG400-0725   ,     ,,"7 1/4""    ",,7.25  SIVER TOGGLE BRACE      ,21,132.3,291,W,ROYAL CHAIN SILVER                                ,TOGGLE COLLECTION                                 
AGTG400-08     ,     ,,"8""        ",,8  SILVER TOGGLE              ,23,144.9,291,W,ROYAL CHAIN SILVER                                ,TOGGLE COLLECTION                                 
AGTG400-16     ,     ,,"16""       ",,16  SILVER TOGGLE             ,44.6,280.98,291,W,ROYAL CHAIN SILVER                                ,TOGGLE COLLECTION                                 
AGTG400-18     ,     ,,"18""       ",,18  SILVER TOGGLE             ,50,315,291,W,ROYAL CHAIN SILVER                                ,TOGGLE COLLECTION                                 
AGTG401        ,     ,,          ,,AG:TOGGLE                     ,1,6.45,291,W,ROYAL CHAIN SILVER                                ,TOGGLE COLLECTION                                 
AGTG401-0725   ,     ,,"7 1/4""    ",,7.25  SILVER TOGGLE           ,12.4,79.98,291,W,ROYAL CHAIN SILVER                                ,TOGGLE COLLECTION                                 
AGTG401-08     ,     ,,"8""        ",,8  SILVER TOGGLE              ,13.7,88.35,291,W,ROYAL CHAIN SILVER                                ,TOGGLE COLLECTION                                 
AGTG401-16     ,     ,,"16""       ",,16  SILVER TOGGLE             ,27.4,176.73,291,W,ROYAL CHAIN SILVER                                ,TOGGLE COLLECTION                                 
AGTG401-18     ,     ,,"18""       ",,18  SILVER TOGGLE             ,30.8,198.66,291,W,ROYAL CHAIN SILVER                                ,TOGGLE COLLECTION                                 
AGBOX015       ,     ,,          ,,SILVER BOX CHAIN 015          ,1,6.75,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX015-16    ,     ,,"16""       ",,16  SILVER BOX                ,2,13.5,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX015-18    ,     ,,"18""       ",,18  SILVER BOX                ,2.2,14.85,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX015-20    ,     ,,"20""       ",,20  SILVER BOX                ,2.4,16.2,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX015-24    ,     ,,"24""       ",,24  SILVER BOX                ,2.9,19.56,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX019       ,     ,,          ,,SILVER BOX CHAIN 019          ,1,6.6,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX019-16    ,     ,,"16""       ",,16  SILVER BOX                ,2.6,17.16,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX019-18    ,     ,,"18""       ",,18  SILVER BOX                ,2.9,19.14,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX019-20    ,     ,,"20""       ",,20  SILVER BOX                ,3.2,21.12,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX019-24    ,     ,,"24""       ",,24  SILVER BOX                ,3.9,25.74,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX024       ,     ,,          ,,SILVER BOX CHAIN 024          ,1,6.45,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX024-16    ,     ,,"16""       ",,16  SILVER BOX                ,3.6,23.22,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX024-18    ,     ,,"18""       ",,18  SILVER BOX                ,4.1,26.43,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX024-20    ,     ,,"20""       ",,20  SILVER BOX                ,4.6,29.67,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX024-24    ,     ,,"24""       ",,24  SILVER BOX                ,5.5,35.46,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX030       ,     ,,          ,,SILVER BOX CHAIN 030          ,1,6.3,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX030-16    ,     ,,"16""       ",,16  SILVER BOX                ,5.8,36.54,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX030-18    ,     ,,"18""       ",,18  SILVER BOX                ,6.5,40.95,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGBOX030-20    ,     ,,"20""       ",,20  SILVER BOX                ,7.2,45.36,292,W,ROYAL CHAIN SILVER                                ,BOX CHAIN                                         
AGDSP045       ,     ,,          ,,SILVER D/C SPIGA CHAIN 045    ,1,7.35,292,W,ROYAL CHAIN SILVER                                ,WHEAT+FRANCO COLLECTION                           
AGDSP045-16    ,     ,,"16""       ",,16  SILVER SPIGA              ,4,28.2,292,W,ROYAL CHAIN SILVER                                ,WHEAT+FRANCO COLLECTION                           
AGDSP045-18    ,     ,,"18""       ",,18  SILVER SPIGA              ,4.5,31.71,292,W,ROYAL CHAIN SILVER                                ,WHEAT+FRANCO COLLECTION                           
AGDSP045-20    ,     ,,"20""       ",,20  SILVER SPIGA              ,5,35.25,292,W,ROYAL CHAIN SILVER                                ,WHEAT+FRANCO COLLECTION                           
AGDSP045-24    ,     ,,"24""       ",,24  SILVER SPIGA              ,6,42.3,292,W,ROYAL CHAIN SILVER                                ,WHEAT+FRANCO COLLECTION                           
AGOCT020       ,     ,,          ,,SILVER OCTAGONAL SNAKE CHAIN  ,1,6.6,292,W,ROYAL CHAIN SILVER                                ,SNAKE CHAIN                                       
AGOCT020-16    ,     ,,"16""       ",,16  SILVER OCT SNAKE          ,2.7,17.82,292,W,ROYAL CHAIN SILVER                                ,SNAKE CHAIN                                       
AGOCT020-18    ,     ,,"18""       ",,18  SILVER OCT SNAKE          ,3,19.8,292,W,ROYAL CHAIN SILVER                                ,SNAKE CHAIN                                       
AGOCT020-20    ,     ,,"20""       ",,20  SILVER OCT SNAKE          ,3.3,21.78,292,W,ROYAL CHAIN SILVER                                ,SNAKE CHAIN                                       
AGOCT025       ,     ,,          ,,SILVER OCTAGONAL SNAKE 025    ,1,6.45,292,W,ROYAL CHAIN SILVER                                ,SNAKE CHAIN                                       
AGOCT025-16    ,     ,,"16""       ",,16  SILVER OCT SNAKE          ,3.3,21.27,292,W,ROYAL CHAIN SILVER                                ,SNAKE CHAIN                                       
AGOCT025-18    ,     ,,"18""       ",,18  SILVER OCT SNAKE          ,3.7,23.85,292,W,ROYAL CHAIN SILVER                                ,SNAKE CHAIN                                       
